0.020260822	0.033609275	0.015482236	-0.038109254	0.039867032	0.00659902	0.04556979	0.040168356	0.025771175	0.0314564	-0.018831505	-0.0060392246	-0.010948278	-0.03851794	-0.030700697	0.022264209
0.010258212	-0.046699584	-0.030614577	-0.019862449	-0.06276666	0.05274231	-0.00040316398	0.052223418	0.08457526	-0.034813803	-0.039157964	0.02958966	0.010317854	-0.031774864	0.045095842	0.03424551
0.009223411	0.055433974	0.02618307	-0.06229185	0.05347122	0.024913454	0.050359834	-0.031527087	0.04493538	-0.020901358	0.09619365	0.05927872	0.08344914	0.062166277	-0.082662836	0.0025501812
-0.043245662	0.13650247	0.123804	-0.1556984	0.1678606	-0.06784394	0.025796065	-0.003042375	-0.008556024	-0.0069959867	0.08865378	0.098110035	0.09281098	-0.10970311	0.032993246	-0.05053931
-0.0630097	0.047053844	-0.005326419	-0.15215501	0.102608286	0.02918893	-0.005174774	-0.022258291	-0.08895394	-0.02087347	0.15331753	0.08224695	0.013592021	-0.03313544	-0.1476807	-0.080962
-0.034867965	0.010071214	0.016866783	-0.014594538	0.010954729	0.056571055	-0.015018144	-0.08784349	0.13128273	-0.014526742	0.01470315	0.11610977	0.08010488	-0.065548874	0.12789406	0.002145937
-0.0814229	0.16172153	0.14257526	-0.1460852	0.12358778	0.020530589	-0.086227365	0.050792385	-0.24720168	-0.09907126	0.1769404	0.17970964	0.07670406	-0.08901954	-0.12872827	-0.1479357
0.087298945	-0.12967338	-0.12246033	0.09370769	-0.09071533	-0.019435694	0.09900159	0.07336382	-0.009244696	0.04362894	-0.031678855	-0.0726785	-0.0937746	0.0459917	-0.022919364	0.08905377
-0.07326586	0.098697476	0.060612928	-0.10551197	0.09337699	0.06665759	-0.052039944	-0.031732935	0.024828065	-0.060026325	0.113092504	0.1249083	0.042263385	0.026392926	0.063180715	0.022416897
0.15860808	-0.21215093	-0.16581702	0.13302739	-0.15120572	-0.07495118	0.1161282	-0.1037323	-0.030034604	0.09821229	-0.11747792	-0.14448883	-0.1334917	0.15920742	-0.047055796	0.10442688
0.28833467	-0.30845484	-0.37588304	0.34510732	-0.31585872	0.27551413	-0.15772228	0.2390429	0.25335503	-0.19075565	-0.3063639	-0.31449062	-0.21603347	0.39236006	-0.29657888	0.29122522
